component_id,dboh_id,n_in_row,component_pos,domain,population,ch2_table,strength,strength_is_inherited,text,certainty_row,weakest_certainty_row,evidence_row,prose_bundle,needs_review,question_id,reviewed_by,reviewed_on
DBOH-070-c1,DBOH-070,2,1,periodontal diseases,control of specific risks for periodontitis,2d,Good practice,TRUE,explain oral health findings and risk related to medication,,,"For example, SDCEP 2014 has this advice for doctors: ‘Certain types of medication can lead to gingival enlargement in some patients. These include the calcium channel blockers, phenytoin and ciclosporin. Good oral hygiene can minimise the risk of gingival enlargement in these patients. However, in severe cases, the patient’s dentist may contact you to discuss modification of the drug regimen’ .",FALSE,TRUE,,,
DBOH-070-c2,DBOH-070,2,2,periodontal diseases,control of specific risks for periodontitis,2d,Good practice,TRUE,assess and discuss clinical management (see chapter 5),,,"For example, SDCEP 2014 has this advice for doctors: ‘Certain types of medication can lead to gingival enlargement in some patients. These include the calcium channel blockers, phenytoin and ciclosporin. Good oral hygiene can minimise the risk of gingival enlargement in these patients. However, in severe cases, the patient’s dentist may contact you to discuss modification of the drug regimen’ .",FALSE,TRUE,,,
DBOH-071-c1,DBOH-071,1,1,oral cancer,tobacco use in all adults and young people,3a,Strong,FALSE,"At every opportunity, ask patients if they smoke and record smoking status (smoker, ex-smoker, never smoker)",,,"No specific evidence regarding asking about smoking; however, it is an integral part of the Ask, Advise, Act pathway.",FALSE,TRUE,,,
DBOH-072-c1,DBOH-072,1,1,oral cancer,tobacco use in all adults and young people,3a,Strong,FALSE,"Explain that a combination of behavioural support and the medication varenicline, or short-acting with long-acting Nicotine Replacement Therapy, are likely to be most effective.",moderate,moderate,"Moderate certainty evidence from multiple systematic reviews , benefits considered to outweigh harms (adverse events for these interventions are mild and would not mitigate their use, although concerns been raised that varenicline may slightly increase cardiovascular events in people already at increased risk of those illnesses).",FALSE,TRUE,,,
DBOH-073-c1,DBOH-073,1,1,oral cancer,tobacco use in all adults and young people,3a,Strong,FALSE,"refer people who want to stop smoking to local stop smoking support , preferably where behavioural support and prescribed stop smoking medicines are available.",moderate,moderate,Moderate certainty evidence. NICE guidance supports this recommendation as ‘evidence and expert opinion showed that support provided by these services is clinically effective and highly cost-effective in helping people to stop smoking’ .,FALSE,TRUE,,,
DBOH-074-c1,DBOH-074,1,1,oral cancer,tobacco use in all adults and young people,3a,Conditional,FALSE,Acknowledge that e-cigarettes may be helpful for some smokers for quitting or reducing smoking.,low,low,Recommendation based on low certainty evidence from one systematic review; insufficient evidence to demonstrate the long-term effects .,TRUE,TRUE,,,
DBOH-075-c1,DBOH-075,1,1,oral cancer,Smokeless tobacco use in all adults and young people,3b,Strong,FALSE,"Ask patients if they use smokeless tobacco, using the names that the various products are known by locally. It may be helpful to show a picture of what the products look like (see chapter 11, figure 1).",moderate,moderate,Recommendation: moderate certainty evidence evaluating tobacco cessation in dental settings and the effectiveness of brief opportunistic smoking cessation interventions . Guidance on showing pictures of what products look like presented in NICE guidance .,FALSE,TRUE,,,
DBOH-076-c1,DBOH-076,1,1,oral cancer,Smokeless tobacco use in all adults and young people,3b,Strong,FALSE,"If someone uses smokeless tobacco, ensure they are aware of the health risks and provide very brief advice.",moderate,moderate,Moderate certainty evidence underpinning this NICE guidance statement .,FALSE,TRUE,,,
DBOH-077-c1,DBOH-077,1,1,oral cancer,Smokeless tobacco use in all adults and young people,3b,Strong,FALSE,Refer patients who want to quit to specialist support services.,moderate,moderate,Based on moderate certainty evidence ‘that support provided by these services is clinically effective and highly cost-effective in helping people to stop smoking’ .,FALSE,TRUE,,,
DBOH-078-c1,DBOH-078,1,1,oral cancer,alcohol use in all adults and young people,3c,Strong,FALSE,Use the AUDIT-C tool (or similar) to assess a patient’s level of risk of alcohol harm by completing 3 consumption questions.,moderate,moderate,Recommendation based on moderate certainty evidence from a systematic review showed that brief interventions can reduce alcohol consumption in those drinking hazardous or harmful amounts of alcohol when compared to minimal or no interventions .,FALSE,TRUE,,,
DBOH-079-c1,DBOH-079,2,1,oral cancer,alcohol use in all adults and young people,3c,Strong,TRUE,"If AUDIT C score is 4 or below, give positive feedback and encourage your patient to keep their drinking at lower risk levels.",,,,FALSE,TRUE,,,
DBOH-079-c2,DBOH-079,2,2,oral cancer,alcohol use in all adults and young people,3c,Strong,TRUE,"If score is 5 to 10, give brief advice to encourage a reduction in alcohol consumption and reduce the risk of alcohol harm.",,,,FALSE,TRUE,,,
DBOH-080-c1,DBOH-080,5,1,oral cancer,alcohol use in all adults and young people,3c,Strong,TRUE,"Feed back to the patient that their level of drinking is putting them at risk of developing a range of health problems (including cancers of the mouth, throat and breast) and this increases the more you drink and the more frequently you drink.",,,,FALSE,TRUE,,,
DBOH-080-c2,DBOH-080,5,2,oral cancer,alcohol use in all adults and young people,3c,Strong,TRUE,"to keep health risks from alcohol to a low level, it is safest not to drink more than 14 units a week on a regular basis",,,,FALSE,TRUE,,,
DBOH-080-c3,DBOH-080,5,3,oral cancer,alcohol use in all adults and young people,3c,Strong,TRUE,"if you regularly drink as much as 14 units per week, it’s best to spread your drinking evenly over 3 or more days",,,,FALSE,TRUE,,,
DBOH-080-c4,DBOH-080,5,4,oral cancer,alcohol use in all adults and young people,3c,Strong,TRUE,"if you wish to cut down the amount you drink, a good way to help achieve this is to have several drink-free days a week",,,,FALSE,TRUE,,,
DBOH-080-c5,DBOH-080,5,5,oral cancer,alcohol use in all adults and young people,3c,Strong,TRUE,Give a leaflet,,,,FALSE,TRUE,,,
DBOH-081-c1,DBOH-081,1,1,oral cancer,alcohol use in all adults and young people,3c,Good practice,FALSE,"For those who are pregnant or think they could become pregnant, the safest approach is not to drink alcohol at all, to remove the risk of alcohol-related harm to the baby.",,,"A well conducted systematic review highlights the paucity of evidence evaluating light drinking in pregnancy compared with abstinence .  Based on this research, the CMO’s guidance supports a ‘precautionary’ approach .",TRUE,TRUE,,,
DBOH-082-c1,DBOH-082,1,1,oral cancer,alcohol use in all adults and young people,3c,Good practice,FALSE,"AUDIT-C score of 11 or above, refer to GP or community specialist alcohol service.",,,,FALSE,TRUE,,,
DBOH-083-c1,DBOH-083,1,1,oral cancer,diet,3d,Good practice,FALSE,Promote increased consumption of non-starchy vegetables and fruit,low,low,"Most of the evidence underpinning recommendations concerning diet and cancer prevention comes from observational studies and laboratory or animal studies and is considered low certainty. The findings regarding increased fruit and vegetable consumption are, however, fairly consistent. A high-quality systematic review provides low certainty evidence that increasing fruit and vegetable intake reduces",FALSE,TRUE,,,
DBOH-084-c1,DBOH-084,1,1,oral cancer,early detection,3e,Strong,FALSE,"It’s not recommended to use vital staining, oral cytology or light‐based detection and/or oral spectroscopy for evaluating lesions for malignancy.",moderate,moderate,"Recommendation based on moderate certainty evidence from a well conducted systematic review of diagnostic accuracy of index tests for the detection of oral cancer and potentially malignant disorders of the lip and oral cavity, in patients presenting with clinically evident lesions .",TRUE,TRUE,,,
DBOH-085-c1,DBOH-085,1,1,oral cancer,early detection,3e,Good practice,FALSE,"Obtain an updated medical, social and dental history and perform an intraoral and extraoral visual and tactile examination for all patients at each oral health assessment visit.",,,,FALSE,TRUE,,,
DBOH-086-c1,DBOH-086,7,1,oral cancer,early detection,3e,Good practice,TRUE,an unexplained ulceration in the oral cavity lasting for more than 3 weeks,,,NICE guidance found no evidence with regard to the positive predictive values of different symptoms of oral cancer in primary care . The benefits of rapid referrals need balancing against the harms of over-referral .,FALSE,TRUE,,,
DBOH-086-c2,DBOH-086,7,2,oral cancer,early detection,3e,Good practice,TRUE,a persistent and unexplained lump in the neck,,,NICE guidance found no evidence with regard to the positive predictive values of different symptoms of oral cancer in primary care . The benefits of rapid referrals need balancing against the harms of over-referral .,FALSE,TRUE,,,
DBOH-086-c3,DBOH-086,7,3,oral cancer,early detection,3e,Good practice,TRUE,a lump on the lip (inner or outer) or in the oral cavity consistent with oral cancer,,,NICE guidance found no evidence with regard to the positive predictive values of different symptoms of oral cancer in primary care . The benefits of rapid referrals need balancing against the harms of over-referral .,FALSE,TRUE,,,
DBOH-086-c4,DBOH-086,7,4,oral cancer,early detection,3e,Good practice,TRUE,a red patch in the oral cavity consistent with erythroplakia,,,NICE guidance found no evidence with regard to the positive predictive values of different symptoms of oral cancer in primary care . The benefits of rapid referrals need balancing against the harms of over-referral .,FALSE,TRUE,,,
DBOH-086-c5,DBOH-086,7,5,oral cancer,early detection,3e,Good practice,TRUE,a red and white patch in the oral cavity consistent with erythroleukoplakia,,,NICE guidance found no evidence with regard to the positive predictive values of different symptoms of oral cancer in primary care . The benefits of rapid referrals need balancing against the harms of over-referral .,FALSE,TRUE,,,
DBOH-086-c6,DBOH-086,7,6,oral cancer,early detection,3e,Good practice,TRUE,persistent unexplained hoarseness,,,NICE guidance found no evidence with regard to the positive predictive values of different symptoms of oral cancer in primary care . The benefits of rapid referrals need balancing against the harms of over-referral .,FALSE,TRUE,,,
DBOH-086-c7,DBOH-086,7,7,oral cancer,early detection,3e,Good practice,TRUE,persistent pain in the throat or pain on swallowing lasting for more than 3 weeks,,,NICE guidance found no evidence with regard to the positive predictive values of different symptoms of oral cancer in primary care . The benefits of rapid referrals need balancing against the harms of over-referral .,FALSE,TRUE,,,
DBOH-087-c1,DBOH-087,4,1,tooth wear,prevention of tooth wear in all patients,4a,Good practice,TRUE,Maintain standard oral hygiene practices as detailed in table 2.,,,for preventing tooth wear  Strong recommendation for preventing dental caries and conditional for periodontal disease.,FALSE,TRUE,,,
DBOH-087-c2,DBOH-087,4,2,tooth wear,prevention of tooth wear in all patients,4a,Good practice,TRUE,last thing at night (or before bedtime) and at least on one other occasion,,,for preventing tooth wear  Strong recommendation for preventing dental caries and conditional for periodontal disease.,FALSE,TRUE,,,
DBOH-087-c3,DBOH-087,4,3,tooth wear,prevention of tooth wear in all patients,4a,Good practice,TRUE,with toothpaste containing fluoride (appropriate to age – see dental caries table),,,for preventing tooth wear  Strong recommendation for preventing dental caries and conditional for periodontal disease.,FALSE,TRUE,,,
DBOH-087-c4,DBOH-087,4,4,tooth wear,prevention of tooth wear in all patients,4a,Good practice,TRUE,"spitting out after brushing, rather than rinsing with water, to avoid diluting the fluoride concentration",,,for preventing tooth wear  Strong recommendation for preventing dental caries and conditional for periodontal disease.,FALSE,TRUE,,,
DBOH-088-c1,DBOH-088,1,1,tooth wear,prevention of tooth wear in all patients,4a,Good practice,FALSE,Maintain good dietary practice in line with the Eatwell Guide including avoiding or minimising sugar sweetened drinks (especially carbonated) and fruit juice and/or smoothies (limited to 150ml per day).,,,,FALSE,TRUE,,,
DBOH-089-c1,DBOH-089,1,1,tooth wear,prevention of tooth wear in all patients,4a,Good practice,FALSE,Assess tooth wear using a validated tool (for example Basic Erosive Wear Examination (BEWE)) at the start of any new course of treatment.,,,,FALSE,TRUE,,,
DBOH-090-c1,DBOH-090,1,1,tooth wear,prevention of tooth wear in patients at higher risk (those with accelerated tooth wear),4b,Good practice,FALSE,"Identify possible sources of risk: intrinsic, extrinsic and mechanical (see chapter 7).",,,"For example, guidance on tooth wear diagnosis by Royal College of Surgeons .",FALSE,TRUE,,,
DBOH-091-c1,DBOH-091,1,1,tooth wear,prevention of tooth wear in patients at higher risk (those with accelerated tooth wear),4b,Good practice,FALSE,Support patient in risk reduction and management.,,,"For example, guidance on tooth wear prevention and management by Royal College of Surgeons .",FALSE,TRUE,,,
